carbon_source,mean_growth,std_growth,mean_uptake
Acetate,0.2297116940363334,0.03848946850145944,11.429015962418237
Galactose,0.41898945626829154,0.05671851159549546,5.677107997413745
Glucose,0.48740373494386785,0.06725006514984382,7.210695904490396
Glycerol,0.470557379590274,0.07123874706202475,10.832695400148323
Lactate,0.3617188586758249,0.058049121965018886,13.121415863371693
Maltose,0.47378680740402357,0.06361787142467779,3.421601244291805
